isbn13,isbn10,title,author,publisher,description
9780062381781,,CRUCIBLE,James Rollins,Morrow,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.
9781250133731,,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
9780316418249,,LIAR LIAR,James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
9780399179358,,TURNING POINT,Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
9780345540027,,THE GOLDEN TRESSES OF THE DEAD,Alan Bradley,Delacorte,"Flavia de Luce, a 12-year-old detective, is on the case when a human finger ends up in her sister’s wedding cake."
9781492666868,,THE ONLY WOMAN IN THE ROOM,Marie Benedict,Sourcebooks Landmark,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.
9781501176876,,THE NEW IBERIA BLUES,James Lee Burke,Simon & Schuster,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.
9781501115738,,THE RULE OF LAW,John Lescroart,Atria,"Dismas Hardy must solve a mystery involving his secretary, who is arrested for abetting a murder."
9780593597033,,NORTH WOODS,Daniel Mason,Random House,A cabin in the woods in New England houses a collection of characters across centuries.
9780316422734,,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously."
9780316474122,,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.
9781524743444,,AN ABSOLUTELY REMARKABLE THING,Hank Green,Dutton,"After posting a video that goes viral, April May must deal with the pressures of becoming an internet sensation."
9780374156060,,THE FLAME,Leonard Cohen,"Farrar, Straus & Giroux","The poet and musician’s final work, filled with poems, lyrics, notebook excerpts and drawings."
9781538761694,,DAYLIGHT,David Baldacci,Grand Central,The F.B.I. agent Atlee Pine’s search for her twin sister overlaps with a military investigator’s hunt for someone involved in a global conspiracy.
9781250272614,,THE AWAKENING,Nora Roberts,St. Martin's,The first book in the Dragon Heart Legacy series. Breen Kelly travels through a portal in Ireland to a land of faeries and mermaids.
9780316485623,,THE LAW OF INNOCENCE,Michael Connelly,"Little, Brown",The sixth book in the Mickey Haller series. Haller defends himself when police find the body of a former client in his car’s trunk.
9780765326386,,RHYTHM OF WAR,Brandon Sanderson,Tor,The fourth book in the Stormlight Archive series. Technological discoveries and an ensuing arms race change how a war is fought.
9780399179686,,ALL THAT GLITTERS,Danielle Steel,Delacorte,"Just as Coco is about to graduate from Columbia, tragic events in her family send her on a journey of self-discovery."
9781984821614,,THE CHALLENGE,Danielle Steel,Delacorte,Parents of children who have gone missing on a dangerous peak in Montana form a search-and-rescue mission.
9781538752012,,OVERKILL,Sandra Brown,Grand Central,"A former football star falls for a state prosecutor at the same time he must decide whether to kill his ex-wife, who is on life support, to ensnare her attacker."
9780593498491,,STAR WARS: THE PRINCESS AND THE SCOUNDREL,Beth Revis,Random House Worlds,Princess Leia and Han Solo get married and continue to fight what remains of the Imperial forces.
9781538761465,,WALK THE WIRE,David Baldacci,Grand Central,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
9780525429760,,THE BOOK OF LONGINGS,Sue Monk Kidd,Viking,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.
9780399179594,,THE WEDDING DRESS,Danielle Steel,Delacorte,The triumphs and losses of one family over the last century are recounted as a symbolic piece of apparel gets handed down through the generations.
9780525539520,,MASKED PREY,John Sandford,Putnam,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.
9780525658658,,THE END OF OCTOBER,Lawrence Wright,Knopf,"Henry Parsons, a microbiologist and epidemiologist, goes to Indonesia to check out a deadly virus that soon will affect the entire planet."
9781538748145,,THE BOY FROM THE WOODS,Harlan Coben,Grand Central,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
9781984819888,,THE BOOK OF LOST FRIENDS,Lisa Wingate,Ballantine,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.
9780525658412,,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,Knopf,Micah Mortimer’s orderly existence is thrown off kilter when his partner faces eviction and a teenager claims to be his son.
9780316420280,,THE 20TH VICTIM,James Patterson and Maxine Paetro,Little Brown,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.
9780399590917,,RODHAM,Curtis Sittenfeld,Random House,An imaginative look at the life and career one woman might have had if she had not married Bill Clinton.
9781538748138,,THE LAST TRIAL,Scott Turow,Grand Central,"An 85-year-old defense lawyer puts off his retirement to aid a Nobel Prize winner in Medicine, who is accused of insider trading, fraud and murder."
9781594634697,,ALL ADULTS HERE,Emma Straub,Riverhead,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
9781982146948,,ON OCEAN BOULEVARD,Mary Alice Monroe,Gallery,"As her second wedding approaches, a woman returns to Charleston, S.C., where her family is dealing with changes."
9781250256928,,"HELLO, SUMMER",Mary Kay Andrews,St. Martin's,Conley Hawkins loses her big-city beat and takes over the gossip column of her family’s small-town newspaper.
9781638931249,,THE BUTCHER GAME,Alaina Urquhart,Zando,The second book in the Dr. Wren Muller series. A serial killer wants to settle a score with a forensic pathologist.
9780593653227,,WE SOLVE MURDERS,Richard Osman,Pamela Dorman,"When a dead body and a bag of money turn up on a remote island, Amy Wheeler reaches out to her retired father-in-law to help investigate."
9781250881205,,SOMEWHERE BEYOND THE SEA,TJ Klune,Tor,The second book in the Cerulean Chronicles series. The headmaster of a strange orphanage seeks to protect the magical children who reside there.
9781649376411,,THE GAMES GODS PLAY,Abigail Owen,Red Tower,Gods enlist mortals to fight in their stead to determine who will sit on the throne in Olympus.
9781668002933,,THE NIGHT WE LOST HIM,Laura Dave,S&S/Marysue Rucci,Estranged siblings look into the death of their hotel magnate father and uncover a family secret.
9780593489277,,THE LIFE IMPOSSIBLE,Matt Haig,Viking,A retired math teacher who inherits a run-down house on a Mediterranean island from a friend goes in search of answers.
9780063383661,,"TO SIR PHILLIP, WITH LOVE AND WHEN HE WAS WICKED",Julia Quinn,Avon,The third book in the Bridgerton Collector’s Edition series.
9780593497210,,BY ANY OTHER NAME,Jodi Picoult,Ballantine,"A young woman’s play about her ancestor Emilia Bassano, who wrote Shakespeare’s works, is submitted to a festival under a male pseudonym."
9780063383739,,IT'S IN HIS KISS AND ON THE WAY TO THE WEDDING,Julia Quinn,Avon,The fourth book in the Bridgerton Collector’s Edition series.
9780316258777,,THE FIVE-STAR WEEKEND,Elin Hilderbrand,"Little, Brown","After a tragedy, a popular food blogger brings friends from distinct times in her life to spend a weekend in Nantucket."
9781982155292,,ZERO DAYS,Ruth Ware,Gallery/Scout,A security system tester must elude the police to find the person who killed her partner in marriage and in crime.
9780593183229,,THE ONLY ONE LEFT,Riley Sager,Dutton,"In 1983, a mute woman confined to a wheelchair types out her side of the story about a family massacre to her home-health aide."
9780063250833,,YELLOWFACE,R.F. Kuang,Morrow,"June Hayward, a struggling writer, must conceal the fact that she stole Athena Liu’s just-finished masterpiece after Liu’s sudden death."
9781668033425,,THE BREAKAWAY,Jennifer Weiner,Atria,"As her wedding to a man she met at a childhood weight-loss camp approaches, Abby goes on a cycling trip to Niagara Falls in a group that includes an old fling."
9780593536698,,THE GIRL IN THE EAGLE'S TALONS,Karin Smirnoff,Knopf,"The seventh book in the Girl With the Dragon Tattoo series. When violence disrupts Mikael Blomkvist’s daughter’s marriage, Lisbeth Salander appears to be his last hope."
9781982179007,,NONE OF THIS IS TRUE,Lisa Jewell,Atria,"After meeting a woman who shares the same birthday, Alix Summer becomes the subject of her own true crime podcast."
9780316404891,,LION & LAMB,James Patterson and Duane Swierczynski,"Little, Brown","The Eagles’ starting quarterback is murdered and his wife, a Grammy-winning singer, is the prime suspect."
9780593448205,,HAPPINESS FALLS,Angie Kim,Hogarth,The father and husband of a biracial Korean American family in Virginia goes missing.
9781250892461,,MASTERS OF DEATH,Olivie Blake,Tor,A real estate agent who also is a vampire seeks the help of a medium to extricate the ghost who is haunting the house she needs to sell.
9781982129606,,THE NOEL LETTERS,Richard Paul Evans,Gallery,An editor of a publishing house inherits her father’s bookstore and receives letters from an anonymous source.
9781982104382,,"TRULY, MADLY, DEEPLY",Karen Kingsbury,Atria,An 18-year-old who wants to become a police officer falls in love with a young woman who has an aggressive form of cancer.
9780316258876,,SWAN SONG,Elin Hilderbrand,"Little, Brown","Nantucket residents are alarmed when a home, recently sold at an exorbitant price, goes up in flames and someone goes missing."
9780316565073,,ERUPTION,Michael Crichton and James Patterson,"Little, Brown",The Big Island of Hawaii comes under threat by a volcano at the same time a secret held by the military comes to light.
9780593498460,,RESURRECTION,Danielle Steel,Delacorte,"After a shocking discovery and the onset of a global health crisis, a successful blogger begins to see new possibilities while staying in France."
9780385545990,,CAMINO GHOSTS,John Grisham,Doubleday,The third book in the Camino series. The last living inhabitant of a deserted island gets in the way of a resort developer.
9780063003101,,THE MIDNIGHT FEAST,Lucy Foley,Morrow,An opening night party turns deadly at a luxury resort located near an ancient forest.
9780593472378,,MIDDLE OF THE NIGHT,Riley Sager,Dutton,"Thirty years after the disappearance of his friend, Ethan returns to his childhood home and encounters unsettling experiences."
9781668047071,,RED SKY MOURNING,Jack Carr,Atria/Emily Bestler,The seventh book in the Terminal List series. Questionable allegiances and various threats bring James Reece back into action.
9780063345164,,SANDWICH,Catherine Newman,Harper,"During a summer vacation in Cape Cod, Rocky faces changes with her family, body and life."
9781250284082,,ENCORE IN DEATH,J.D. Robb,St. Martin's,The 56th book of the In Death series. Eve Dallas investigates the mysterious death of a well-loved star of stage and screen.
9780593186718,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened."
9780593243398,,VICTORY CITY,Salman Rushdie,Random House,"After a battle in 14th-century southern India, a girl named Pampa Kampana becomes a vessel for a goddess and spends 250 years seeking to give women equal agency in a patriarchal world."
9780525618614,,UNNATURAL HISTORY,Jonathan Kellerman,Ballantine,The 38th book in the Alex Delaware series. Alex and Milo investigate the murder of a wealthy photographer.
9780316404297,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California."
